"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"5","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionContainsTester.java","1","41","The instance method name 'testContains_yes' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"6","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionContainsTester.java","1","45","The instance method name 'testContains_no' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"7","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionContainsTester.java","1","50","The instance method name 'testContains_nullNotContainedButQueriesSupported' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"8","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionContainsTester.java","1","55","The instance method name 'testContains_nullNotContainedAndUnsupported' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"9","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionContainsTester.java","1","61","The instance method name 'testContains_nonNullWhenNullContained' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"10","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionContainsTester.java","1","68","The instance method name 'testContains_nullContained' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"11","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionContainsTester.java","1","73","The instance method name 'testContains_wrongType' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"12","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionContainsTester.java","3","77","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionCreationTester.java","4","19","Unused static import 'com.google.common.collect.testing.features.CollectionFeature.ALLOWS_NULL_VALUES'","Code Style","UnnecessaryImport"
"2","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionCreationTester.java","4","20","Unused static import 'com.google.common.collect.testing.features.CollectionSize.ZERO'","Code Style","UnnecessaryImport"
"3","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionCreationTester.java","1","43","The instance method name 'testCreateWithNull_supported' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"4","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionCreationTester.java","1","51","The instance method name 'testCreateWithNull_unsupported' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"1","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionEqualsTester.java","1","34","The instance method name 'testEquals_self' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"2","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionEqualsTester.java","1","38","The instance method name 'testEquals_null' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"3","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionEqualsTester.java","1","40","Avoid using equals() to compare against null","Error Prone","EqualsNull"
"4","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionEqualsTester.java","1","43","The instance method name 'testEquals_notACollection' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"5","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionEqualsTester.java","3","47","Position literals first in String comparisons","Best Practices","LiteralsFirstInComparisons"
"1","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionIsEmptyTester.java","4","19","Unused static import 'com.google.common.collect.testing.features.CollectionSize.ZERO'","Code Style","UnnecessaryImport"
"2","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionIsEmptyTester.java","1","36","The instance method name 'testIsEmpty_yes' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"3","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionIsEmptyTester.java","1","41","The instance method name 'testIsEmpty_no' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"1","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionIteratorTester.java","4","19","Unused static import 'com.google.common.collect.testing.Helpers.mapEntry'","Code Style","UnnecessaryImport"
"2","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionIteratorTester.java","4","20","Unused static import 'com.google.common.collect.testing.IteratorFeature.MODIFIABLE'","Code Style","UnnecessaryImport"
"3","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionIteratorTester.java","4","21","Unused static import 'com.google.common.collect.testing.IteratorFeature.UNMODIFIABLE'","Code Style","UnnecessaryImport"
"4","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionIteratorTester.java","4","22","Unused static import 'com.google.common.collect.testing.features.CollectionFeature.ALLOWS_NULL_VALUES'","Code Style","UnnecessaryImport"
"5","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionIteratorTester.java","4","23","Unused static import 'com.google.common.collect.testing.features.CollectionFeature.KNOWN_ORDER'","Code Style","UnnecessaryImport"
"6","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionIteratorTester.java","4","24","Unused static import 'com.google.common.collect.testing.features.CollectionFeature.SUPPORTS_ITERATOR_REMOVE'","Code Style","UnnecessaryImport"
"7","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionIteratorTester.java","4","25","Unused static import 'com.google.common.collect.testing.features.CollectionSize.ZERO'","Code Style","UnnecessaryImport"
"8","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionIteratorTester.java","4","58","Unnecessary qualifier 'Arrays': 'asList' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"9","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionIteratorTester.java","1","73","The instance method name 'testIterator_nullElement' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"10","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionIteratorTester.java","1","84","The instance method name 'testIterator_removeAffectsBackingCollection' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"11","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionIteratorTester.java","1","100","The instance method name 'testIterator_knownOrderRemoveSupported' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"12","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionIteratorTester.java","1","105","The instance method name 'testIterator_knownOrderRemoveUnsupported' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"13","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionIteratorTester.java","1","110","The instance method name 'testIterator_unknownOrderRemoveSupported' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"14","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionIteratorTester.java","1","115","The instance method name 'testIterator_unknownOrderRemoveUnsupported' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"1","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionRemoveAllTester.java","4","19","Unused static import 'com.google.common.collect.testing.features.CollectionFeature.ALLOWS_NULL_QUERIES'","Code Style","UnnecessaryImport"
"2","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionRemoveAllTester.java","4","20","Unused static import 'com.google.common.collect.testing.features.CollectionFeature.ALLOWS_NULL_VALUES'","Code Style","UnnecessaryImport"
"3","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionRemoveAllTester.java","4","21","Unused static import 'com.google.common.collect.testing.features.CollectionFeature.FAILS_FAST_ON_CONCURRENT_MODIFICATION'","Code Style","UnnecessaryImport"
"4","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionRemoveAllTester.java","4","22","Unused static import 'com.google.common.collect.testing.features.CollectionFeature.SUPPORTS_REMOVE'","Code Style","UnnecessaryImport"
"5","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionRemoveAllTester.java","4","23","Unused static import 'com.google.common.collect.testing.features.CollectionSize.SEVERAL'","Code Style","UnnecessaryImport"
"6","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionRemoveAllTester.java","4","24","Unused static import 'com.google.common.collect.testing.features.CollectionSize.ZERO'","Code Style","UnnecessaryImport"
"7","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionRemoveAllTester.java","4","29","Unused import 'com.google.common.collect.testing.WrongType'","Code Style","UnnecessaryImport"
"8","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionRemoveAllTester.java","4","33","Unused import 'java.util.Collections'","Code Style","UnnecessaryImport"
"9","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionRemoveAllTester.java","1","50","The instance method name 'testRemoveAll_emptyCollection' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"10","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionRemoveAllTester.java","1","58","The instance method name 'testRemoveAll_nonePresent' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"11","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionRemoveAllTester.java","1","67","The instance method name 'testRemoveAll_allPresent' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"12","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionRemoveAllTester.java","1","76","The instance method name 'testRemoveAll_somePresent' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"13","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionRemoveAllTester.java","1","99","The instance method name 'testRemoveAll_somePresentLargeCollectionToRemove' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"14","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionRemoveAllTester.java","1","107","The instance method name 'testRemoveAll_unsupportedEmptyCollection' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"15","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionRemoveAllTester.java","3","113","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"16","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionRemoveAllTester.java","1","119","The instance method name 'testRemoveAll_unsupportedNonePresent' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"17","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionRemoveAllTester.java","3","125","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"18","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionRemoveAllTester.java","1","132","The instance method name 'testRemoveAll_unsupportedPresent' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"19","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionRemoveAllTester.java","1","151","The instance method name 'testRemoveAll_nullCollectionReferenceEmptySubject' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"20","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionRemoveAllTester.java","3","155","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"21","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionRemoveAllTester.java","1","161","The instance method name 'testRemoveAll_nullCollectionReferenceNonEmptySubject' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"22","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionRemoveAllTester.java","1","170","The instance method name 'testRemoveAll_containsNullNo' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"23","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionRemoveAllTester.java","3","176","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"24","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionRemoveAllTester.java","1","182","The instance method name 'testRemoveAll_containsNullNoButAllowed' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"25","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionRemoveAllTester.java","1","190","The instance method name 'testRemoveAll_containsNullYes' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"26","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionRemoveAllTester.java","1","199","The instance method name 'testRemoveAll_containsWrongType' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"27","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionRemoveAllTester.java","3","204","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionRemoveTester.java","4","19","Unused static import 'com.google.common.collect.testing.features.CollectionFeature.ALLOWS_NULL_QUERIES'","Code Style","UnnecessaryImport"
"2","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionRemoveTester.java","4","20","Unused static import 'com.google.common.collect.testing.features.CollectionFeature.ALLOWS_NULL_VALUES'","Code Style","UnnecessaryImport"
"3","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionRemoveTester.java","4","21","Unused static import 'com.google.common.collect.testing.features.CollectionFeature.FAILS_FAST_ON_CONCURRENT_MODIFICATION'","Code Style","UnnecessaryImport"
"4","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionRemoveTester.java","4","22","Unused static import 'com.google.common.collect.testing.features.CollectionFeature.SUPPORTS_REMOVE'","Code Style","UnnecessaryImport"
"5","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionRemoveTester.java","4","23","Unused static import 'com.google.common.collect.testing.features.CollectionSize.SEVERAL'","Code Style","UnnecessaryImport"
"6","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionRemoveTester.java","4","24","Unused static import 'com.google.common.collect.testing.features.CollectionSize.ZERO'","Code Style","UnnecessaryImport"
"7","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionRemoveTester.java","4","28","Unused import 'com.google.common.collect.testing.WrongType'","Code Style","UnnecessaryImport"
"8","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionRemoveTester.java","1","47","The instance method name 'testRemove_present' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"9","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionRemoveTester.java","1","71","The instance method name 'testRemove_notPresent' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"10","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionRemoveTester.java","1","78","The instance method name 'testRemove_nullPresent' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"11","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionRemoveTester.java","1","92","The instance method name 'testRemove_unsupported' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"12","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionRemoveTester.java","1","103","The instance method name 'testRemove_unsupportedNotPresent' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"13","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionRemoveTester.java","3","108","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"14","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionRemoveTester.java","1","115","The instance method name 'testRemove_nullNotSupported' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"15","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionRemoveTester.java","3","120","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"16","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionRemoveTester.java","1","126","The instance method name 'testRemove_nullAllowed' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"17","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionRemoveTester.java","1","133","The instance method name 'testIteratorRemove_unsupported' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"18","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionRemoveTester.java","1","146","The instance method name 'testRemove_wrongType' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"19","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionRemoveTester.java","3","149","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionRetainAllTester.java","4","19","Unused static import 'com.google.common.collect.testing.features.CollectionFeature.ALLOWS_NULL_VALUES'","Code Style","UnnecessaryImport"
"2","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionRetainAllTester.java","4","20","Unused static import 'com.google.common.collect.testing.features.CollectionFeature.SUPPORTS_REMOVE'","Code Style","UnnecessaryImport"
"3","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionRetainAllTester.java","4","21","Unused static import 'com.google.common.collect.testing.features.CollectionSize.ONE'","Code Style","UnnecessaryImport"
"4","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionRetainAllTester.java","4","22","Unused static import 'com.google.common.collect.testing.features.CollectionSize.ZERO'","Code Style","UnnecessaryImport"
"5","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionRetainAllTester.java","1","47","This class has only private constructors and may be final","Design","ClassWithOnlyPrivateConstructorsShouldBeFinal"
"6","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionRetainAllTester.java","1","97","The instance method name 'testRetainAll_emptyPreviouslyEmpty' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"7","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionRetainAllTester.java","1","104","The instance method name 'testRetainAll_emptyPreviouslyEmptyUnsupported' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"8","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionRetainAllTester.java","1","111","The instance method name 'testRetainAll_emptyPreviouslyNonEmpty' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"9","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionRetainAllTester.java","1","119","The instance method name 'testRetainAll_emptyPreviouslyNonEmptyUnsupported' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"10","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionRetainAllTester.java","1","128","The instance method name 'testRetainAll_disjointPreviouslyEmpty' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"11","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionRetainAllTester.java","1","135","The instance method name 'testRetainAll_disjointPreviouslyEmptyUnsupported' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"12","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionRetainAllTester.java","1","142","The instance method name 'testRetainAll_disjointPreviouslyNonEmpty' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"13","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionRetainAllTester.java","1","150","The instance method name 'testRetainAll_disjointPreviouslyNonEmptyUnsupported' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"14","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionRetainAllTester.java","1","158","The instance method name 'testRetainAll_superset' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"15","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionRetainAllTester.java","1","164","The instance method name 'testRetainAll_supersetUnsupported' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"16","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionRetainAllTester.java","1","173","The instance method name 'testRetainAll_subset' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"17","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionRetainAllTester.java","1","180","The instance method name 'testRetainAll_subsetUnsupported' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"18","com.google.common.collect.testing.testers","C:\Users\ivsht\Desktop\testdip\guava\android\guava-testlib\src\com\google\common\collect\testing\testers\CollectionRetainAllTester.java","1","188","The instance method name 'testRetainAll_sameElements' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
